Background	Bacteria	Rep	Length_cm
SC175	Acinetobacter CL69	Rep1	1.80552739726027
SC175	Acinetobacter CL69	Rep1	1.6796095890411
SC175	Acinetobacter CL69	Rep1	1.7146397260274
SC175	Acinetobacter CL69	Rep1	0.962449315068493
SC175	Acinetobacter CL69	Rep1	0.592693150684932
SC175	Acinetobacter CL69	Rep1	1.47981780821918
SC175	Acinetobacter CL69	Rep1	1.24931506849315
SC175	Acinetobacter CL69	Rep1	1.28598082191781
SC175	Acinetobacter CL69	Rep1	1.15256301369863
SC175	Acinetobacter CL69	Rep1	1.93972602739726
SC175	Acinetobacter CL69	Rep1	1.54660273972603
SC175	NB	Rep2	1.67703287671233
SC175	NB	Rep2	1.38238767123288
SC175	NB	Rep2	2.22641095890411
SC175	NB	Rep2	2.00547945205479
SC175	NB	Rep2	1.01917808219178
SC175	NB	Rep2	2.13724109589041
SC175	NB	Rep2	1.12215205479452
SC175	NB	Rep2	0.791778082191781
SC175	NB	Rep2	1.78293698630137
SC175	NB	Rep2	1.44694931506849
SC175	NB	Rep2	2.1349602739726
SC175	NB	Rep2	2.10513698630137
SC175	NB	Rep2	1.87397260273973
SC175	NB	Rep2	1.80552739726027
SC175	NB	Rep2	1.83786575342466
SC175	NB	Rep2	2.22252328767123
SC175	NB	Rep2	1.91702465753425
SC175	NB	Rep2	1.19672876712329
SC175	NB	Rep2	1.61932602739726
SC175	NB	Rep2	2.07332054794521
SC175	NB	Rep2	1.68186164383562
SC175	NB	Rep2	1.36744931506849
SC175	NB	Rep2	1.07038767123288
SC175	NB	Rep2	1.41408082191781
SC175	NB	Rep2	2.17210273972603
SC175	NB	Rep2	2.20372191780822
SC175	NB	Rep2	1.58355205479452
SC175	10 Variovorax	Rep2	4.6027397260274
SC175	10 Variovorax	Rep2	3.65464109589041
SC175	10 Variovorax	Rep2	3.9145397260274
SC175	10 Variovorax	Rep2	3.14415616438356
SC175	10 Variovorax	Rep2	4.38494383561644
SC175	10 Variovorax	Rep2	5.97388767123288
SC175	10 Variovorax	Rep2	3.65937123287671
SC175	10 Variovorax	Rep2	4.83298767123288
SC175	10 Variovorax	Rep2	4.73447671232877
SC175	10 Variovorax	Rep2	5.02486849315069
SC175	10 Variovorax	Rep2	3.58039315068493
SC175	10 Variovorax	Rep2	3.92611643835616
SC175	10 Variovorax	Rep2	4.51178219178082
SC175	10 Variovorax	Rep2	2.79934931506849
SC175	10 Variovorax	Rep2	5.06685616438356
SC175	10 Variovorax	Rep2	4.64725890410959
SC175	10 Variovorax	Rep2	4.02682602739726
SC175	10 Variovorax	Rep2	4.76757534246575
SC175	10 Variovorax	Rep2	4.28205616438356
SC175	10 Variovorax	Rep2	4.58438630136986
SC175	10 Variovorax	Rep2	4.08518630136986
SC175	10 Variovorax	Rep2	3.64946301369863
SC175	10 Variovorax	Rep2	5.06482602739726
SC175	Variovorax CL14	Rep2	3.45455753424658
SC175	Variovorax CL14	Rep2	4.50062876712329
SC175	Variovorax CL14	Rep2	3.48260547945205
SC175	Variovorax CL14	Rep2	4.12022876712329
SC175	Variovorax CL14	Rep2	3.69990821917808
SC175	Variovorax CL14	Rep2	4.25826575342466
SC175	Variovorax CL14	Rep2	4.11077260273973
SC175	Variovorax CL14	Rep2	4.81360273972603
SC175	Variovorax CL14	Rep2	4.51991917808219
SC175	Variovorax CL14	Rep2	3.42691232876712
SC175	Variovorax CL14	Rep2	3.44954794520548
SC175	Variovorax CL14	Rep2	4.06994383561644
SC175	Variovorax CL14	Rep2	4.7970698630137
SC175	Variovorax CL14	Rep2	3.55615890410959
SC175	Variovorax CL14	Rep2	4.63573150684932
SC175	Variovorax CL14	Rep2	3.86731232876712
SC175	Variovorax CL14	Rep2	4.14259726027397
SC175	Variovorax CL14	Rep2	4.8018
SC175	Variovorax CL14	Rep2	4.83242876712329
SC175	Variovorax CL14	Rep2	3.95888219178082
SC175	Variovorax CL14	Rep2	4.21142876712329
SC175	Variovorax CL14	Rep2	3.66453698630137
SC175	Variovorax CL14	Rep2	4.6741602739726
SC175	Variovorax CL14	Rep2	4.78082054794521
SC175	Variovorax CL14 Delta6869	Rep2	0.921135616438356
SC175	Variovorax CL14 Delta6869	Rep2	0.789041095890411
SC175	Variovorax CL14 Delta6869	Rep2	0.670557534246575
SC175	Variovorax CL14 Delta6869	Rep2	1.15068493150685
SC175	Variovorax CL14 Delta6869	Rep2	1.03234931506849
SC175	Variovorax CL14 Delta6869	Rep2	1.18538630136986
SC175	Variovorax CL14 Delta6869	Rep2	1.25104520547945
SC175	Variovorax CL14 Delta6869	Rep2	1.3998698630137
SC175	Variovorax CL14 Delta6869	Rep2	1.39057397260274
SC175	Variovorax CL14 Delta6869	Rep2	1.54555479452055
SC175	Variovorax CL14 Delta6869	Rep2	1.05256849315068
SC175	Variovorax CL14 Delta6869	Rep2	1.18538630136986
SC175	Variovorax CL14 Delta6869	Rep2	0.789727397260274
SC175	Variovorax CL14 Delta6869	Rep2	0.953991780821918
SC175	Variovorax CL14 Delta6869	Rep2	0.864850684931507
SC175	Variovorax CL14 Delta6869	Rep2	1.50839178082192
SC175	Variovorax CL14 Delta6869	Rep2	1.13508082191781
SC175	Variovorax CL14 Delta6869	Rep2	1.05256849315068
SC175	Variovorax CL14 Delta6869	Rep2	0.767515068493151
SC175	Variovorax CL14 Delta6869	Rep2	1.39057397260274
SC175	Variovorax CL14 Delta6869	Rep2	0.995030136986301
SC175	Variovorax CL14 Delta6869	Rep2	1.09731369863014
SC175	Variovorax CL14 Delta6869	Rep2	1.12215205479452
SC175	Variovorax CL14 Delta6869	Rep2	1.06481917808219
SC175	Variovorax CL14 Delta6869	Rep2	1.05256849315068
SC175	Bradyrhizobium japonicum	Rep2	2.91844520547945
SC175	Bradyrhizobium japonicum	Rep2	2.34556438356164
SC175	Bradyrhizobium japonicum	Rep2	1.97506849315069
SC175	Bradyrhizobium japonicum	Rep2	2.26873150684932
SC175	Bradyrhizobium japonicum	Rep2	2.28013561643836
SC175	Bradyrhizobium japonicum	Rep2	2.40562191780822
SC175	Bradyrhizobium japonicum	Rep2	1.97944109589041
SC175	Bradyrhizobium japonicum	Rep2	2.35728493150685
SC175	Bradyrhizobium japonicum	Rep2	2.72896438356164
SC175	Bradyrhizobium japonicum	Rep2	1.77807945205479
SC175	Bradyrhizobium japonicum	Rep2	1.85163287671233
SC175	Bradyrhizobium japonicum	Rep2	1.85075753424658
SC175	Bradyrhizobium japonicum	Rep2	1.5674301369863
SC175	Bradyrhizobium japonicum	Rep2	1.84227123287671
SC175	Bradyrhizobium japonicum	Rep2	1.82724657534247
SC175	Bradyrhizobium japonicum	Rep2	2.00575068493151
SC175	Bradyrhizobium japonicum	Rep2	1.61229863013699
SC175	Bradyrhizobium japonicum	Rep2	1.76220410958904
SC175	Bradyrhizobium japonicum	Rep2	2.17608082191781
SC175	Bradyrhizobium japonicum	Rep2	1.88432465753425
SC175	Bradyrhizobium japonicum	Rep2	2.31284794520548
SC175	Bradyrhizobium japonicum	Rep2	2.38169178082192
SC175	Bradyrhizobium japonicum	Rep2	1.9240602739726
SC175	Bradyrhizobium japonicum	Rep2	2.25103561643836
SC175	Bradyrhizobium japonicum	Rep2	2.63198630136986
SC175	Bradyrhizobium japonicum	Rep2	2.56206575342466
SC175	Bradyrhizobium japonicum	Rep2	2.91288493150685
SC175	Pseudomonas 1290	Rep2	0.986301369863014
SC175	Pseudomonas 1290	Rep2	1.58355205479452
SC175	Pseudomonas 1290	Rep2	1.52123835616438
SC175	Pseudomonas 1290	Rep2	1.84373424657534
SC175	Pseudomonas 1290	Rep2	1.41522739726027
SC175	Pseudomonas 1290	Rep2	1.44993287671233
SC175	Pseudomonas 1290	Rep2	2.20372191780822
SC175	Pseudomonas 1290	Rep2	1.38706849315068
SC175	Pseudomonas 1290	Rep2	1.66668904109589
SC175	Pseudomonas 1290	Rep2	1.84841917808219
SC175	Pseudomonas 1290	Rep2	1.66474520547945
SC175	Pseudomonas 1290	Rep2	1.44657534246575
SC175	Pseudomonas 1290	Rep2	1.72093150684931
SC175	Pseudomonas 1290	Rep2	2.13926301369863
SC175	Pseudomonas 1290	Rep2	0.723287671232877
SC175	Pseudomonas 1290	Rep2	1.11829315068493
SC175	Pseudomonas 1290	Rep2	1.51554246575342
SC175	Pseudomonas 1290	Rep2	1.37336712328767
SC175	Pseudomonas 1290	Rep2	1.31547945205479
SC175	Pseudomonas 1290	Rep2	1.88805205479452
SC175	Pseudomonas 1290	Rep2	2.05945890410959
SC175	Pseudomonas 1290	Rep2	2.7571397260274
SC175	Pseudomonas 1290	Rep2	1.94418082191781
SC175	Pseudomonas 1290	Rep2	1.93498356164384
SC175	Pseudomonas 1290	Rep2	1.41980136986301
SC175	Pseudomonas 1290	Rep2	0.741731506849315
SC175	Pseudomonas 1290	Rep2	1.81567397260274
SC175	Pseudomonas 1290	Rep2	1.38003698630137
SC175	Pseudomonas 1290	Rep2	1.41522739726027
SC175	Pseudomonas 1290	Rep2	1.32162739726027
SC175	Pseudomonas 1290	Rep2	1.59477534246575
SC175	Pseudomonas 562	Rep2	1.48528356164384
SC175	Pseudomonas 562	Rep2	1.28891917808219
SC175	Pseudomonas 562	Rep2	1.47945205479452
SC175	Pseudomonas 562	Rep2	1.57018767123288
SC175	Pseudomonas 562	Rep2	1.17347260273973
SC175	Pseudomonas 562	Rep2	1.61932602739726
SC175	Pseudomonas 562	Rep2	1.68827671232877
SC175	Pseudomonas 562	Rep2	1.34834794520548
SC175	Pseudomonas 562	Rep2	1.75759726027397
SC175	Pseudomonas 562	Rep2	1.5507904109589
SC175	Pseudomonas 562	Rep2	1.34794520547945
SC175	Pseudomonas 562	Rep2	1.95415890410959
SC175	Pseudomonas 562	Rep2	1.95747534246575
SC175	Pseudomonas 562	Rep2	2.08060684931507
SC175	Pseudomonas 562	Rep2	2.13724109589041
SC175	Pseudomonas 562	Rep2	1.48091095890411
SC175	Pseudomonas 562	Rep2	1.19084383561644
SC175	Pseudomonas 562	Rep2	1.64515068493151
SC175	Pseudomonas 562	Rep2	1.31547945205479
SC175	Pseudomonas 562	Rep2	1.52123835616438
SC175	Pseudomonas 562	Rep2	1.83403561643836
SC175	Parabukholderia PsJN	Rep2	1.28891917808219
SC175	Parabukholderia PsJN	Rep2	2.44373835616438
SC175	Parabukholderia PsJN	Rep2	1.88805205479452
SC175	Parabukholderia PsJN	Rep2	1.57945068493151
SC175	Parabukholderia PsJN	Rep2	1.48855479452055
SC175	Parabukholderia PsJN	Rep2	1.61229863013699
SC175	Parabukholderia PsJN	Rep2	1.15068493150685
SC175	Parabukholderia PsJN	Rep2	1.48855479452055
SC175	Parabukholderia PsJN	Rep2	0.855427397260274
SC175	Parabukholderia PsJN	Rep2	1.26905753424658
SC175	Parabukholderia PsJN	Rep2	1.54100136986301
SC175	Parabukholderia PsJN	Rep2	1.45142465753425
SC175	Parabukholderia PsJN	Rep2	2.04787808219178
SC175	Parabukholderia PsJN	Rep2	1.55774383561644
SC175	Parabukholderia PsJN	Rep2	1.22749315068493
SC175	Parabukholderia PsJN	Rep2	1.69721506849315
SC175	Parabukholderia PsJN	Rep2	1.18401780821918
SC175	Parabukholderia PsJN	Rep2	1.87512739726027
SC175	Parabukholderia PsJN	Rep2	1.21243150684931
SC175	Parabukholderia PsJN	Rep2	1.9737
SC175	Parabukholderia PsJN	Rep2	2.07018904109589
SC175	Parabukholderia PsJN	Rep2	1.43230684931507
SC175	Parabukholderia PsJN	Rep2	1.02129863013699
SC175	Parabukholderia PsJN	Rep2	1.51803698630137
SC175	Parabukholderia PsJN	Rep2	1.87397260273973
SC175	Parabukholderia PsJN	Rep2	1.84138767123288
SC175	Parabukholderia PsJN	Rep2	1.11829315068493
SC175	Parabukholderia PsJN	Rep2	1.70958904109589
SC175	Parabukholderia PsJN	Rep2	1.51268630136986
SC175	Parabukholderia PsJN	Rep2	1.34151369863014
SC175	Parabukholderia PsJN	Rep2	0.592693150684932
SC175	Parabukholderia PsJN	Rep2	2.27230273972603
SC175	Parabukholderia PsJN	Rep2	1.16746849315068
SC175	Parabukholderia PsJN	Rep2	1.9240602739726
SC175	Enterobacter soli	Rep2	1.25320273972603
SC175	Enterobacter soli	Rep2	1.24974657534247
SC175	Enterobacter soli	Rep2	1.34111095890411
SC175	Enterobacter soli	Rep2	1.15490547945205
SC175	Enterobacter soli	Rep2	1.12551780821918
SC175	Enterobacter soli	Rep2	1.18401780821918
SC175	Enterobacter soli	Rep2	0.986301369863014
SC175	Enterobacter soli	Rep2	1.54520547945205
SC175	Enterobacter soli	Rep2	1.64908767123288
SC175	Enterobacter soli	Rep2	1.54100136986301
SC175	Enterobacter soli	Rep2	1.21821369863014
SC175	Enterobacter soli	Rep2	0.953991780821918
SC175	Enterobacter soli	Rep2	0.995030136986301
SC175	Enterobacter soli	Rep2	1.51554246575342
SC175	Enterobacter soli	Rep2	1.6796095890411
SC175	Enterobacter soli	Rep2	0.948879452054795
SC175	Enterobacter soli	Rep2	1.45254246575342
SC175	Enterobacter soli	Rep2	1.28261506849315
SC175	Enterobacter soli	Rep2	1.15817671232877
SC175	Enterobacter soli	Rep2	0.762571232876712
SC175	Enterobacter soli	Rep2	0.988491780821918
SC175	Enterobacter soli	Rep2	1.51268630136986
SC175	Enterobacter soli	Rep2	1.11780821917808
SC175	Acinetobacter CL69	Rep2	0.855427397260274
SC175	Acinetobacter CL69	Rep2	1.15115342465753
SC175	Acinetobacter CL69	Rep2	0.789041095890411
SC175	Acinetobacter CL69	Rep2	0.995030136986301
SC175	Acinetobacter CL69	Rep2	1.05256849315068
SC175	Acinetobacter CL69	Rep2	1.87656575342466
SC175	Acinetobacter CL69	Rep2	1.08493150684932
SC175	Acinetobacter CL69	Rep2	1.28261506849315
SC175	Acinetobacter CL69	Rep2	1.48273561643836
SC175	Acinetobacter CL69	Rep2	0.953424657534247
SC175	Acinetobacter CL69	Rep2	1.55392602739726
SC175	Acinetobacter CL69	Rep2	1.38082191780822
SC175	Acinetobacter CL69	Rep2	1.1197397260274
SC175	Acinetobacter CL69	Rep2	1.09731369863014
SC175	Acinetobacter CL69	Rep2	0.789727397260274
SC175	Acinetobacter CL69	Rep2	1.35154931506849
SC175	Acinetobacter CL69	Rep2	0.724035616438356
SC175	Acinetobacter CL69	Rep2	1.21688219178082
SC175	Acinetobacter CL69	Rep2	0.921135616438356
SC175	Acinetobacter CL69	Rep2	0.824543835616438
SC175	Acinetobacter CL69	Rep2	0.854794520547945
SC175	Acinetobacter CL69	Rep2	0.953991780821918
SC175	Acinetobacter CL69	Rep2	1.18356164383562
SC175	Acinetobacter CL69	Rep2	0.999908219178082
SC175	Acinetobacter CL69	Rep2	1.4121698630137
SC175	Acinetobacter CL69	Rep2	1.6467904109589
SC175	Acinetobacter CL69	Rep2	0.625520547945206
SC175	Acinetobacter CL69	Rep2	0.893132876712329
SC175	Acinetobacter CL69	Rep2	0.821917808219178
SC175	Acinetobacter CL69	Rep2	0.723287671232877
SC175	Acinetobacter CL69	Rep2	0.897361643835617
SC175	Acinetobacter CL69	Rep2	1.22352739726027
SC175	Acinetobacter CL69	Rep2	0.888279452054794
