Treatment	Background	Length_cm
Δ68-69	CL28	0.105718124188349
Δ68-69	CL28	0
Δ68-70	CL28	2.2539104076956
Δ68-70	CL28	0.515904446039144
Δ68-70	CL28	0.630080020162561
ΔHS33	CL28	3.91579931993645
ΔHS33	CL28	0.685053444740502
ΔHS33	CL28	3.44641084854018
ΔHS33 pBBR1:68-69	CL28	0.456702296493668
ΔHS33 pBBR1:68-69	CL28	0.558191695714483
ΔHS33 pBBR1:68-69	CL28	1.28553239013033
ΔHS33 pBBR1:68-70	CL28	6.68984289863873
ΔHS33 pBBR1:68-70	CL28	6.99853982126871
ΔHS33 pBBR1:68-70	CL28	7.64976346626894
NB	IAA	0.930319492857472
NB	IAA	0.228351148246834
NB	IAA	0.346755447337785
CL14	IAA	5.3408796339954
CL14	IAA	2.59643713006585
CL14	IAA	5.24784768470965
Δ68-69	IAA	0.985292917435414
Δ68-69	IAA	0.904947143052268
Δ68-69	IAA	0.676595994805434
Δ68-70	IAA	0.520133171006678
Δ68-70	IAA	0.405957596883261
Δ68-70	IAA	0.2241224232793
ΔHS33	IAA	0.718883244480774
ΔHS33	IAA	0.156462823798757
ΔHS33	IAA	0.262180947987106
ΔHS33 pBBR1:68-69	IAA	5.30704983425512
ΔHS33 pBBR1:68-69	IAA	1.3574207145784
ΔHS33 pBBR1:68-69	IAA	4.41478886610546
ΔHS33 pBBR1:68-70	IAA	3.61133112227401
ΔHS33 pBBR1:68-70	IAA	3.75510777117016
ΔHS33 pBBR1:68-70	IAA	2.63449565477366
NB	NB	7.21843351958048
NB	NB	5.26476258457978
NB	NB	6.18662462750219
NB	CL28	0.773856669058715
NB	CL28	0.854202443441861
NB	CL28	0.883803518214598
CL14	CL28	4.80806028808612
CL14	CL28	4.76154431344324
CL14	CL28	0.95992056763021
Δ68-69	CL28	1.66188891224085
Δ68-69	CL28	0.401728871915727
Δ68-69	CL28	1.95367093500069
Δ68-70	CL28	0.854202443441861
Δ68-70	CL28	0.69351089467557
Δ68-70	CL28	1.20518661574718
ΔHS33	CL28	1.370106889481
ΔHS33	CL28	1.48851118857196
ΔHS33	CL28	1.0952397665913
ΔHS33 pBBR1:68-69	CL28	1.21787279064978
ΔHS33 pBBR1:68-69	CL28	1.53502716321483
ΔHS33 pBBR1:68-69	CL28	1.06986741678609
ΔHS33 pBBR1:68-70	CL28	6.99008237133364
ΔHS33 pBBR1:68-70	CL28	5.59883185701497
ΔHS33 pBBR1:68-70	CL28	6.77864612295694
NB	NB	6.88013552217776
NB	NB	7.72588051568455
NB	NB	5.37048070876813
NB	CL28	1.08255359168869
NB	CL28	0.49053209623394
NB	CL28	0.680824719772968
CL14	CL28	7.5821038667884
CL14	CL28	4.57548041487175
CL14	CL28	2.36808598181902
Δ68-69	CL28	0.985292917435414
Δ68-69	CL28	0.786542843961317
Δ68-69	CL28	0.418643771785862
Δ68-70	CL28	1.56039951302003
Δ68-70	CL28	1.3320483647732
Δ68-70	CL28	1.54771333811743
ΔHS33	CL28	0.524361895974212
ΔHS33	CL28	0.532819345909279
ΔHS33	CL28	1.27284621522772
ΔHS33 pBBR1:68-69	CL28	1.07832486672116
ΔHS33 pBBR1:68-69	CL28	5.27322003451485
ΔHS33 pBBR1:68-69	CL28	0.596250220422289
ΔHS33 pBBR1:68-70	CL28	1.01912271717569
ΔHS33 pBBR1:68-70	CL28	1.67034636217592
ΔHS33 pBBR1:68-70	CL28	1.66611763720838
NB	IAA	0.849973718474327
NB	IAA	1.01066526724062
NB	IAA	1.26861749026019
CL14	IAA	4.36827289146258
CL14	IAA	4.96029438691734
CL14	IAA	5.92444367951508
Δ68-69	IAA	0.236808598181902
Δ68-69	IAA	0.892260968149666
Δ68-69	IAA	0.232579873214368
Δ68-70	IAA	0.748484319253512
Δ68-70	IAA	0.807686468798987
Δ68-70	IAA	0.553962970746949
ΔHS33	IAA	0.367899072175455
ΔHS33	IAA	0.262180947987106
ΔHS33	IAA	0.621622570227493
ΔHS33 pBBR1:68-69	IAA	5.76798085571633
ΔHS33 pBBR1:68-69	IAA	4.43170376597559
ΔHS33 pBBR1:68-69	IAA	6.24582677704766
ΔHS33 pBBR1:68-70	IAA	7.1338590202298
ΔHS33 pBBR1:68-70	IAA	5.09561358587843
ΔHS33 pBBR1:68-70	IAA	7.06619942074925
NB	NB	7.07888559565186
NB	NB	7.10425794545706
NB	NB	6.63064074909326
NB	CL28	0.579335320552153
NB	CL28	0.65122364500023
NB	CL28	0.824601368669123
CL14	CL28	6.56298114961271
CL14	CL28	6.86744934727516
CL14	CL28	7.77662521529496
Δ68-69	CL28	0
Δ68-69	CL28	0
Δ68-69	CL28	0
Δ68-70	CL28	0
Δ68-70	CL28	0
Δ68-70	CL28	0
ΔHS33	CL28	6.5122364500023
ΔHS33	CL28	0.778085394026249
ΔHS33	CL28	0
ΔHS33 pBBR1:68-69	CL28	0.20297879844163
ΔHS33 pBBR1:68-69	CL28	0.617393845259959
ΔHS33 pBBR1:68-69	CL28	0.668138544870366
ΔHS33 pBBR1:68-70	CL28	8.2798434864315
ΔHS33 pBBR1:68-70	CL28	7.3706676184117
ΔHS33 pBBR1:68-70	CL28	7.70050816587935
NB	IAA	0.334069272435183
NB	IAA	0.414415046818328
NB	IAA	0.532819345909279
CL14	IAA	5.13790083555377
CL14	IAA	3.48446937324799
CL14	IAA	6.56298114961271
Δ68-69	IAA	0.24526604811697
Δ68-69	IAA	0.228351148246834
Δ68-69	IAA	0.727340694415842
Δ68-70	IAA	0
Δ68-70	IAA	0.126861749026019
Δ68-70	IAA	0.228351148246834
ΔHS33	IAA	0.152234098831223
ΔHS33	IAA	0.177606448636426
ΔHS33	IAA	0.186063898571494
ΔHS33 pBBR1:68-69	IAA	2.6640967295464
ΔHS33 pBBR1:68-69	IAA	5.40431050850841
ΔHS33 pBBR1:68-69	IAA	5.02372526143035
ΔHS33 pBBR1:68-70	IAA	2.54569243045545
ΔHS33 pBBR1:68-70	IAA	3.56481514763113
ΔHS33 pBBR1:68-70	IAA	2.50763390574764
NB	NB	7.31146546886622
NB	NB	3.5859587724688
NB	NB	6.66024182386599
NB	CL28	0.91763331795487
NB	CL28	0.845744993506793
NB	CL28	1.09101104162376
CL14	CL28	5.05755506117062
CL14	CL28	2.08053268402671
CL14	CL28	0.410186321850795
Δ68-69	CL28	1.61114421263044
Δ68-69	CL28	0.854202443441861
Δ68-69	CL28	1.9917294597085
Δ68-70	CL28	1.22633024058485
Δ68-70	CL28	1.11215466646143
Δ68-70	CL28	1.23478769051992
ΔHS33	CL28	1.43776648896155
ΔHS33	CL28	2.00864435957863
ΔHS33	CL28	1.29821856503293
ΔHS33 pBBR1:68-69	CL28	0.613165120292425
ΔHS33 pBBR1:68-69	CL28	1.84795281081234
ΔHS33 pBBR1:68-69	CL28	2.39345833162422
ΔHS33 pBBR1:68-70	CL28	6.723672698379
ΔHS33 pBBR1:68-70	CL28	7.04082707094405
ΔHS33 pBBR1:68-70	CL28	7.01968344610638
NB	NB	7.44678466782731
NB	NB	7.88657206445084
NB	NB	7.09157177055446
NB	CL28	0.934548217825006
NB	CL28	0.879574793247065
NB	CL28	1.36587816451347
CL14	CL28	7.14231647016487
CL14	CL28	6.83784827250242
CL14	CL28	5.72146488107345
Δ68-69	CL28	0
Δ68-69	CL28	0.524361895974212
Δ68-69	CL28	0.75694176918858
Δ68-70	CL28	1.72531978675386
Δ68-70	CL28	0.689282169708036
Δ68-70	CL28	1.10369721652636
ΔHS33	CL28	0.24526604811697
ΔHS33	CL28	1.49273991353949
ΔHS33	CL28	0.697739619643104
ΔHS33 pBBR1:68-69	CL28	0.676595994805434
ΔHS33 pBBR1:68-69	CL28	4.71502833880037
ΔHS33 pBBR1:68-69	CL28	0.410186321850795
ΔHS33 pBBR1:68-70	CL28	1.17558554097444
ΔHS33 pBBR1:68-70	CL28	1.76337831146166
ΔHS33 pBBR1:68-70	CL28	1.7676070364292
NB	IAA	1.08255359168869
NB	IAA	0.888032243182132
NB	IAA	0.697739619643104
CL14	IAA	6.04707670357357
CL14	IAA	3.19268735048814
CL14	IAA	4.71502833880037
Δ68-69	IAA	0.312925647597513
Δ68-69	IAA	0.42710122172093
Δ68-69	IAA	0.283324572824776
Δ68-70	IAA	0.325611822500115
Δ68-70	IAA	0.164920273733825
Δ68-70	IAA	1.01912271717569
ΔHS33	IAA	0.372127797142989
ΔHS33	IAA	1.15867064110431
ΔHS33	IAA	0.160691548766291
ΔHS33 pBBR1:68-69	IAA	3.26034694996869
ΔHS33 pBBR1:68-69	IAA	7.51021554234032
ΔHS33 pBBR1:68-69	IAA	6.17393845259959
ΔHS33 pBBR1:68-70	IAA	7.55250279201566
ΔHS33 pBBR1:68-70	IAA	7.3960399682169
ΔHS33 pBBR1:68-70	IAA	5.94558730435275
NB	NB	7.02814089604145
NB	NB	6.25428422698273
NB	NB	6.60103967432052
CL14	IAA	4.80383156311858
NB	CL28	0.727340694415842
NB	CL28	1.30667601496799
NB	CL28	0.634308745130095
CL14	CL28	2.77827230366981
CL14	CL28	3.71282052149482
CL14	CL28	0.329840547467649
Δ68-69	CL28	1.30244729000046
Δ68-69	CL28	1.41662286412388
Δ68-69	CL28	2.6894690793516
Δ68-70	CL28	0.541276795844347
Δ68-70	CL28	0.410186321850795
Δ68-70	CL28	1.1332982912991
ΔHS33	CL28	0.545505520811881
ΔHS33	CL28	0.579335320552153
ΔHS33	CL28	0.845744993506793
ΔHS33 pBBR1:68-69	CL28	1.47159628870182
ΔHS33 pBBR1:68-69	CL28	1.00220781730555
ΔHS33 pBBR1:68-69	CL28	3.95385784464426
ΔHS33 pBBR1:68-70	CL28	6.76595994805434
ΔHS33 pBBR1:68-70	CL28	6.13587992789178
ΔHS33 pBBR1:68-70	CL28	6.90550787198296
NB	NB	7.04082707094405
NB	NB	7.16768881997007
NB	NB	5.84409790513194
ΔHS33 pBBR1:68-70	CL28	0.790771568928851
NB	NB	6.95202384662584
NB	CL28	0.862659893376929
NB	CL28	1.12906956633157
NB	CL28	0.257952223019572
CL14	CL28	4.11454939341055
CL14	CL28	3.83122482058577
CL14	CL28	0.875346068279531
Δ68-69	CL28	0.642766195065163
Δ68-69	CL28	2.20739443305273
Δ68-69	CL28	1.51388353837716
Δ68-70	CL28	0.926090767889938
Δ68-70	CL28	0.541276795844347
Δ68-70	CL28	1.49273991353949
ΔHS33	CL28	1.69148998701359
ΔHS33	CL28	1.83103791094221
ΔHS33	CL28	1.24324514045499
ΔHS33 pBBR1:68-69	CL28	1.83526663590974
ΔHS33 pBBR1:68-69	CL28	1.18827171587704
ΔHS33 pBBR1:68-69	CL28	3.15462882578034
ΔHS33 pBBR1:68-70	CL28	6.99008237133364
ΔHS33 pBBR1:68-70	CL28	5.39585305857334
ΔHS33 pBBR1:68-70	CL28	7.36643889344417
NB	NB	6.72790142334654
NB	NB	7.43832721789224
NB	NB	7.11271539539213
